time,distance
0.0,0.0
0.01,1.1102230246251565e-15
0.02,1.9484335006297032e-15
0.03,1.897149936107019e-15
0.04,2.220446049250313e-16
0.05,6.280369834735101e-16
0.060000000000000005,1.0877919644084146e-15
0.07,1.1102230246251565e-15
0.08,1.4043333874306805e-15
0.08999999999999998,1.3322676295501878e-15
0.1,1.9484335006297032e-15
0.11,1.6764000044290905e-15
0.11999999999999998,1.2560739669470201e-15
0.12999999999999998,1.3322676295501878e-15
0.14,2.0350724194510405e-15
0.15,2.094764613337708e-15
0.16,1.6011864169946884e-15
0.17,2.3914935841127266e-15
0.18000000000000002,2.5219419200973697e-15
0.19000000000000003,1.8444410139024814e-15
0.20000000000000004,2.589462819655575e-15
0.21000000000000005,2.4424906541753444e-15
0.22000000000000008,1.5543122344752192e-15
0.2300000000000001,2.094764613337708e-15
0.24000000000000007,1.4217791915866692e-15
0.25000000000000006,1.6616296724220897e-15
0.26000000000000006,2.5219419200973697e-15
0.2700000000000001,1.4043333874306805e-15
0.2800000000000001,1.1102230246251565e-15
0.2900000000000001,8.005932084973442e-16
0.3000000000000001,2.3603665272841412e-15
0.31000000000000005,1.3322676295501878e-15
0.32000000000000006,1.9860273225978185e-15
0.3300000000000001,4.440892098500626e-16
0.34000000000000014,1.4043333874306805e-15
0.35000000000000014,1.7763568394002505e-15
0.3600000000000001,1.1957467920563633e-15
0.37000000000000016,1.6616296724220897e-15
0.38000000000000017,2.401779625492033e-15
0.3900000000000002,2.9790409838967277e-15
0.40000000000000013,2.8522145930998398e-15
0.41000000000000014,4.288393621505008e-15
0.42000000000000015,3.688882027804963e-15
0.43000000000000016,3.4967619351230766e-15
0.44000000000000017,3.688882027804963e-15
0.4500000000000002,4.171839369083926e-15
0.4600000000000002,4.555974381910842e-15
0.47000000000000025,4.593694506022584e-15
0.48000000000000026,4.39625888431457e-15
0.4900000000000002,4.965068306494546e-15
0.5000000000000001,3.9968028886505635e-15
0.5100000000000001,4.446439748506845e-15
0.5200000000000001,3.794299872214038e-15
0.5300000000000002,4.463041323674983e-15
0.5400000000000003,4.782987168225453e-15
0.5500000000000003,4.555974381910842e-15
0.5600000000000003,5.365950338995594e-15
0.5700000000000003,6.105217258353122e-15
0.5800000000000003,6.221212756561689e-15
0.5900000000000003,7.0776173590788484e-15
0.6000000000000003,6.221212756561689e-15
0.6100000000000003,7.47403591448174e-15
0.6200000000000003,7.47403591448174e-15
0.6300000000000003,8.452290561089217e-15
0.6400000000000003,7.029561874050896e-15
0.6500000000000004,7.32410687763558e-15
0.6600000000000004,8.426731716480306e-15
0.6700000000000004,7.464959971954173e-15
0.6800000000000004,9.750387942578285e-15
0.6900000000000004,9.368072144568357e-15
0.7000000000000004,1.0862044427137904e-14
0.7100000000000004,8.314821872513881e-15
0.7200000000000004,9.122764137081302e-15
0.7300000000000003,9.112625100713601e-15
0.7400000000000003,9.370703256021602e-15
0.7500000000000003,9.447339088588439e-15
0.7600000000000003,9.992007221626409e-15
0.7700000000000004,1.0860342134674457e-14
0.7800000000000004,1.002464382181085e-14
0.7900000000000004,9.59941740373495e-15
0.8000000000000005,1.111110848057422e-14
0.8100000000000005,1.0527818253729124e-14
0.8200000000000005,8.606197965958404e-15
0.8300000000000005,9.024959194593041e-15
0.8400000000000005,9.920822741988957e-15
0.8500000000000005,8.490847493991047e-15
0.8600000000000004,8.548717289613705e-15
0.8700000000000004,1.048323351159375e-14
0.8800000000000004,1.0224304176491823e-14
0.8900000000000005,1.0787460751805465e-14
0.9000000000000007,9.188059795750806e-15
0.9100000000000005,1.0168091383860044e-14
0.9200000000000006,9.650641979819565e-15
0.9300000000000006,1.0341177711654675e-14
0.9400000000000006,1.05582151270489e-14
0.9500000000000006,1.0168091383860044e-14
0.9600000000000006,9.97116881057816e-15
0.9700000000000006,1.0048745063748037e-14
0.9800000000000006,9.504086233600623e-15
0.9900000000000007,1.0000022284395537e-14
1.0000000000000009,1.0509655212355243e-14
1.010000000000001,1.227537204523176e-14
1.020000000000001,1.4113375874265714e-14
1.0300000000000007,1.583469576063121e-14
1.0400000000000007,1.772049502933084e-14
1.0500000000000007,1.9929662961996608e-14
1.0600000000000007,2.2239474300401018e-14
1.0700000000000007,2.3846950295561834e-14
1.0800000000000007,2.7357720668068397e-14
1.0900000000000007,2.9107765879274084e-14
1.1000000000000008,3.177450974505243e-14
1.1100000000000008,3.3817648924617356e-14
1.1200000000000008,3.5639066971563727e-14
1.1300000000000008,3.8215960538079665e-14
1.1400000000000008,4.152237822734879e-14
1.1500000000000008,4.3600007429405835e-14
1.1600000000000008,4.5847237493309914e-14
1.1700000000000008,4.8849499649509665e-14
1.1800000000000008,5.141340368327605e-14
1.1900000000000008,5.520039212800973e-14
1.2000000000000008,5.750931322966276e-14
1.2100000000000009,5.975973312549185e-14
1.2200000000000009,6.223248341418203e-14
1.2300000000000009,6.494832123387541e-14
1.2400000000000009,6.847452422839132e-14
1.2500000000000009,6.979199818998207e-14
1.260000000000001,7.127549978936319e-14
