time,distance
0.0,0.0
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.060000000000000005,0.0
0.07,0.0
0.08,0.0
0.08999999999999998,0.0
0.1,0.0
0.11,0.0
0.11999999999999998,0.0
0.12999999999999998,0.0
0.14,0.0
0.15,0.0
0.16,0.0
0.17,0.0
0.18000000000000002,0.0
0.19000000000000003,0.0
0.20000000000000004,0.0
0.21000000000000005,0.0
0.22000000000000008,0.0
0.2300000000000001,0.0
0.24000000000000007,0.0
0.25000000000000006,0.0
0.26000000000000006,0.0
0.2700000000000001,0.0
0.2800000000000001,0.0
0.2900000000000001,0.0
0.3000000000000001,0.0
0.31000000000000005,0.0
0.32000000000000006,0.0
0.3300000000000001,0.0
0.34000000000000014,0.0
0.35000000000000014,0.0
0.3600000000000001,0.0
0.37000000000000016,0.0
0.38000000000000017,0.0
0.3900000000000002,0.0
0.40000000000000013,0.0
0.41000000000000014,0.0
0.42000000000000015,0.0
0.43000000000000016,0.0
0.44000000000000017,0.0
0.4500000000000002,0.0
0.4600000000000002,0.0
0.47000000000000025,0.0
0.48000000000000026,0.0
0.4900000000000002,0.0
0.5000000000000001,0.0
0.5100000000000001,0.0
0.5200000000000001,0.0
0.5300000000000002,0.0
0.5400000000000003,0.0
0.5500000000000003,0.0
0.5600000000000003,0.0
0.5700000000000003,0.0
0.5800000000000003,0.0
0.5900000000000003,0.0
0.6000000000000003,0.0
0.6100000000000003,0.0
0.6200000000000003,0.0
0.6300000000000003,0.0
0.6400000000000003,0.0
0.6500000000000004,0.0
0.6600000000000004,0.0
0.6700000000000004,0.0
0.6800000000000004,0.0
0.6900000000000004,0.0
0.7000000000000004,0.0
0.7100000000000004,0.0
0.7200000000000004,0.0
0.7300000000000003,0.0
0.7400000000000003,0.0
0.7500000000000003,0.0
0.7600000000000003,0.0
0.7700000000000004,0.0
0.7800000000000004,0.0
0.7900000000000004,0.0
0.8000000000000005,0.0
0.8100000000000005,0.0
0.8200000000000005,0.0
0.8300000000000005,0.0
0.8400000000000005,0.0
0.8500000000000005,0.0
0.8600000000000004,0.0
0.8700000000000004,0.0
0.8800000000000004,0.0
0.8900000000000005,0.0
0.9000000000000007,0.0
0.9100000000000005,0.0
0.9200000000000006,0.0
0.9300000000000006,0.0
0.9400000000000006,0.0
0.9500000000000006,0.0
0.9600000000000006,0.0
0.9700000000000006,0.0
0.9800000000000006,0.0
0.9900000000000007,0.0
1.0000000000000009,0.0
1.010000000000001,0.0
1.020000000000001,0.0
1.0300000000000007,0.0
1.0400000000000007,0.0
1.0500000000000007,0.0
1.0600000000000007,0.0
1.0700000000000007,0.0
1.0800000000000007,0.0
1.0900000000000007,0.0
1.1000000000000008,0.0
